V_rms,I_rms,V_peak,I_peak,Impedance_Z,Fault_Class
0.62935657105419,0.606681588660366,1.02101706501388,1.8412653281959,1.03737371537873,3
0.742113912475713,0.245540307170746,1.08042459504758,0.356755256890797,3.02235872663029,0
0.599837317823653,0.660828153696253,0.985153549715424,1.78135451192724,0.907704078230431,2
0.59535983839687,1.35402359834773,0.980768054612955,4.10452282641746,0.439696471632325,3
0.679980007192004,0.967230657613647,1.12787141781395,2.94676128890345,0.703016699091147,3
0.674209125744002,0.417950686162541,1.09791943288311,1.11921067773756,1.61312694281559,2
0.656965243790681,0.398519866714504,1.0348345868638,1.05273485073677,1.64850902088729,2
0.691917016323273,0.584168313482299,1.11743703905554,1.66902091504579,1.18444601651305,1
0.681164139575225,0.649710801147241,1.10251039814016,1.73762678492685,1.0484096769867,2
0.669722825303762,0.501393709098959,1.12630060692117,1.4394236387513,1.33571976957495,1
0.667636230309565,0.667089491160473,1.0897465798643,1.92040417375641,1.00081808863464,1
0.651894054610595,0.855239301418146,1.09368477469355,2.5115403403015,0.762234957274153,1
0.723907547335207,0.476699931970198,1.05061165057981,0.698342032347821,1.51857799887931,0
0.608430820422516,0.868498741406469,0.994535655268761,2.50123028807401,0.700553830260454,1
0.685235858795771,0.855803611703146,1.11429308084478,2.44017864248351,0.800691944662551,1
0.679275420615876,1.22302691154966,1.11928114406594,3.71710270949735,0.555404675724192,3
0.608359391514126,0.895178719077603,0.991352024019505,2.72099143146337,0.679594698750528,3
0.705312043487359,0.557598088281284,1.12578643579482,1.49136230530759,1.26490888939826,2
0.585702961008702,0.651027774097367,0.954742298383693,1.87248505252024,0.899657564015911,1
0.672315377632933,1.2333587536427,1.11758605910937,3.74754436797524,0.54510889920582,3
0.568351472786002,0.87368118996436,0.95113914702353,2.69472952669056,0.65052427451816,3
0.643891790479176,0.464699051471945,0.948437792576086,0.677831911992946,1.38560731473913,0
0.663043190609797,0.28654563826457,0.967747993369209,0.42052439055863,2.31391020542215,0
0.684839461093828,0.290750944300327,1.02019921708506,0.43328119649111,2.35540801882458,0
0.705407829631246,0.303535991826299,1.05452094038963,0.455269751615487,2.32396000694018,0
0.593417983299639,1.36774740572404,1.00973184346511,4.2057289248651,0.43386486931089,3
0.746274757836866,0.403830084936673,1.12331557499035,0.614046705704547,1.84798740283674,0
0.609016769570566,0.535602458053083,1.0158677230587,1.54428759535494,1.13706653759171,1
0.669635133105409,0.652761724671227,1.05758051187057,1.73438222698337,1.02584768982126,2
0.69804705948476,0.637661341554406,1.12190155386321,1.71058370479129,1.09469701124761,2
0.709793592592384,0.578905839111985,1.12128834157031,1.53537729206873,1.22609294732322,2
0.682341559361086,0.361649575722952,1.01786065120134,0.544310537566642,1.88674263271132,0
0.619226220786168,0.525254781029744,1.04865915284431,1.52115031716986,1.17890415136831,1
0.645880710843743,0.652469474414237,1.08267096800644,1.98770536176782,0.989900288474494,3
0.608282286480575,0.550811247910989,0.952581790315479,1.46993329060728,1.10433689299312,2
0.723731400065737,0.215242825678389,1.09765978126045,0.330984220847802,3.36237937504007,0
0.662695573812393,0.742715680485704,1.04529621655993,1.97139457858766,0.892258907365618,2
0.634914029300608,0.909493302188816,1.06997486283489,2.80702582286073,0.69809566456063,3
0.712507938259696,0.354636425331555,1.04581863440927,0.524267853704696,2.00911660012635,0
0.680083069242673,0.471570663056791,1.07957444218068,1.25798024302229,1.44216271358267,2
0.680172833535,0.79816360187614,1.09931389405893,2.28837209955082,0.852171133543392,1
0.595956946437091,0.780775805947898,1.00000721718479,2.27010248248107,0.763287205635639,1
0.676691491399822,0.400424212249593,0.987707386984973,0.58834267114904,1.6899322787348,0
0.591124630690876,0.859273552227255,0.975235174624277,2.47974134204387,0.687934524720499,1
0.68593876011746,0.688433460547568,1.11610308156234,2.07933304678276,0.996374817686896,3
0.69090024102079,0.707971585638836,1.13662611083643,1.90649030089814,0.975885585170448,2
0.670706302767906,0.558424686576087,1.08714536670551,1.59698191061019,1.20106635294707,1
0.591957907852366,0.865007351010239,1.00798336934501,2.70959876298167,0.684337795306857,3
0.665662338717836,0.517201341553825,1.08000845417658,1.38243946505499,1.28704432527895,2
0.627919324915493,0.632899806318132,1.04386959627665,1.93788982863936,0.992129127735483,3
0.713791637239609,0.286907672710196,1.08403767154092,0.42729486984644,2.48787054952711,0
0.634936700171168,0.723295435554035,1.02414034909133,1.966013226146,0.877837452198718,2
0.657785676693323,0.235016819112926,0.981630370565271,0.349381433659745,2.79887575834094,0
0.667643579052069,0.48539628520726,1.08298893499663,1.31815127370843,1.37545799986704,2
0.586644071482634,0.502055479173187,0.927819548725906,1.3420363236901,1.16848222424845,2
0.620241991289187,0.716772809602694,1.03433271736963,2.10119179059726,0.865324573777306,1
0.656289728692365,0.964543259203971,1.08466945206378,2.79268539278396,0.680414322546479,1
0.624978200459644,0.574792983226735,1.0394905979566,1.65685749625831,1.08730818118726,1
0.632740409866577,0.902352367576878,1.03803727303173,2.74656554312958,0.701211335383718,3
0.763683566089768,0.245856881650193,1.13846006396997,0.370783305460151,3.10619924390441,0
0.598226249079144,0.546087682005284,0.949684167728606,1.45089877403496,1.0954745424908,2
0.740353530771276,0.478000902984745,1.08927678555759,0.704564958129248,1.54885059274524,0
0.63680716228455,0.503812721408748,1.04608619650419,1.45394030758596,1.26397343943696,1
0.659099880174267,0.502817334398147,1.04852227747333,1.34002511443447,1.31081115203005,2
0.708065205040081,0.441297108958919,1.11928462883406,1.18713827421633,1.60450541406239,2
0.600156547183192,1.04174158314963,0.971453914151017,3.16986911539745,0.576108298624658,3
0.583683918783314,1.30609813320036,0.984146640300244,4.02889990062881,0.446890977833437,3
